product_name,price,url
Navy Blue Striped Bineta,Rp 269.000,/collections/women/products/navy-blue-striped-bineta
Off-white Dumal,Rp 279.000,/collections/women/products/off-white-dumal
Pink Elgin,Rp 279.000,/collections/women/products/pink-elgin
Off-white Birman,Rp 269.000,/collections/women/products/off-white-birman
Navy Striped Rema,Rp 349.000,/collections/women/products/navy-striped-rema
Blue Striped Norbu,Rp 249.000,/collections/women/products/blue-striped-norbu
Off-white Elpidia,Rp 269.000,/collections/women/products/off-white-elpidia-4
Off-white Striped Heysom,Rp 349.000,/collections/women/products/off-white-striped-heysom-1
Off-white Striped Moyra,Rp 279.000,/collections/women/products/off-white-striped-moyra
Navy Striped Journee,Rp 279.000,/collections/women/products/navy-striped-journee
Off-white Kondi,Rp 229.000,/collections/women/products/off-white-kondi-1
Dark Blue Striped Verocai,Rp 399.000,/collections/women/products/dark-blue-striped-verocai
Lilac Checkered Plantier,Rp 249.000,/collections/women/products/lilac-checkered-plantier-2
Blue Checkered Plantier,Rp 249.000,/collections/women/products/blue-checkered-plantier-1
Navy Rayon Kondi,Rp 229.000,/collections/women/products/navy-rayon-kondi
Off-white Striped Effie,Rp 199.000,/collections/women/products/off-white-striped-effie
Green Striped Feigen,Rp 349.000,/collections/women/products/green-striped-feigen
Blue Striped Bineta,Rp 269.000,/collections/women/products/blue-striped-bineta
Green Striped Wehner,Rp 279.000,/collections/women/products/green-striped-wehner
Pink Wehner,Rp 279.000,/collections/women/products/pink-wehner
Navy Colorblock Lotan,Rp 369.000,/collections/women/products/navy-colorblock-lotan
Light Blue Striped Alpine,Rp 449.000,/collections/women/products/light-blue-striped-alpine
Multicolor Panorama Javelina,Rp 379.000,/collections/women/products/multicolor-panorama-javelina
Multicolor Fiore Pandolfi,Rp 399.000,/collections/women/products/multicolor-fiore-pandolfi
Multicolor Panorama Phair,Rp 399.000,/collections/women/products/multicolor-panorama-phair
Multicolor Fiore Lastica,Rp 399.000,/collections/women/products/multicolor-fiore-lastica
Off-white Benoit,Rp 369.000,/collections/women/products/off-white-benoit
Multicolor Panorama Shimara,Rp 399.000,/collections/women/products/multicolor-panorama-shimara
Multicolor Panorama Nuki,Rp 399.000,/collections/women/products/multicolor-panorama-nuki
Multicolor Fiore Rinji,Rp 399.000,/collections/women/products/multicolor-fiore-rinji
Blue Striped Poulen,Rp 369.000,/collections/women/products/blue-striped-poulen
Off-white Striped Oceane,Rp 349.000,/collections/women/products/off-white-striped-oceane
Maroon Rose Babette,Rp 379.000,/collections/women/products/maroon-rose-babette
Off-white Bow Devon,Rp 349.000,/collections/women/products/off-white-bow-devon
Multicolor Panorama Zalina,Rp 449.000,/collections/women/products/multicolor-panorama-zalina
Multicolor Fiore Zalina,Rp 499.000,/collections/women/products/multicolor-fiore-zalina
Multicolor Panorama Pucine,Rp 449.000,/collections/women/products/multicolor-panorama-pucine
Multicolor Fiore Pucine,Rp 449.000,/collections/women/products/multicolor-fiore-pucine
Blue Striped Barilla,Rp 349.000,/collections/women/products/blue-striped-barilla
Multicolor Panorama Fumi,Rp 349.000,/collections/women/products/multicolor-panorama-fumi
Multicolor Fiore Fumi,Rp 349.000,/collections/women/products/multicolor-fiore-fumi
Off-white Gaella,Rp 279.000,/collections/women/products/off-white-gaella
Lilac Rose Berlioz,Rp 299.000,/collections/women/products/lilac-rose-berlioz
Off-white Minou,Rp 269.000,/collections/women/products/off-white-minou
Blue Striped Anaelle,Rp 449.000,/collections/women/products/blue-striped-anaelle
Beige Asakusa,Rp 429.000,/collections/women/products/beige-asakusa
Black Nogizaka - Restock,Rp 429.000,/collections/women/products/black-nogizaka-1
Off White Sakuragicho - Restock,Rp 399.000,/collections/women/products/off-white-sakuragicho-1
Cream Ginza,Rp 499.000,/collections/women/products/cream-ginza
Beige Ueno,Rp 499.000,/collections/women/products/beige-ueno
Beige Harajuku,Rp 499.000,/collections/women/products/beige-harajuku
Pink Osaki,Rp 429.000,/collections/women/products/pink-osaki
Beige Ebisu,Rp 429.000,/collections/women/products/beige-ebisu
Navy Ebisu,Rp 429.000,/collections/women/products/navy-ebisu
Pink Shibuya,Rp 429.000,/collections/women/products/pink-shibuya
Black Nogizaka,Rp 429.000,/collections/women/products/black-nogizaka
Pink Funabori,Rp 429.000,/collections/women/products/pink-funabori
Pink Shinozaki,Rp 439.000,/collections/women/products/pink-shinozaki
Beige Morishita,Rp 439.000,/collections/women/products/beige-morishita
Beige Mizue,Rp 439.000,/collections/women/products/beige-mizue
Off-white Nakano,Rp 399.000,/collections/women/products/off-white-nakano
Beige Nippori,Rp 399.000,/collections/women/products/beige-nippori
Beige Otsuki Devon,Rp 399.000,/collections/women/products/beige-otsuki-devon
Pink Attoko Devon,Rp 399.000,/collections/women/products/pink-attoko-devon
Black Omotesando,Rp 319.000,/collections/women/products/black-omotesando
Grey Omotesando,Rp 319.000,/collections/women/products/grey-omotesando
Pink Petals Alize,Rp 399.000,/collections/women/products/pink-petals-alize
Pink Petals Gauze,Rp 349.000,/collections/women/products/pink-petals-gauze
Pink Petals Devon,Rp 349.000,/collections/women/products/pink-petals-devon
Off-white Thara,Rp 259.000,/collections/women/products/off-white-thara
Pink Petals Thara,Rp 259.000,/collections/women/products/pink-petals-thara
Pink Armeline,Rp 249.000,/collections/women/products/pink-armeline
Light Blue Armeline,Rp 249.000,/collections/women/products/light-blue-armeline
Pink Armel,Rp 369.000,/collections/women/products/pink-armel
Black Armel,Rp 369.000,/collections/women/products/black-armel
Off-white Oriane,Rp 229.000,/collections/women/products/off-white-oriane
Multicolor Alora,Rp 349.000,/collections/women/products/multicolor-alora
Multicolor Toteme,Rp 399.000,/collections/women/products/multicolor-toteme
Navy Striped Edwige,Rp 379.000,/collections/women/products/navy-striped-edwige
Navy Striped Aelis,Rp 329.000,/collections/women/products/navy-striped-aelis
Navy Striped Nausica,Rp 249.000,/collections/women/products/navy-striped-nausica
Off-white Striped Laure,Rp 429.000,/collections/women/products/off-white-striped-laure
Off-white Striped Maelys,Rp 349.000,/collections/women/products/off-white-striped-maelys
Off-whire Striped Eolia,Rp 299.000,/collections/women/products/off-whire-striped-eolia
Beige Solla,Rp 269.000,/collections/women/products/beige-solla
Beige Fleur Zalina,Rp 449.000,/collections/women/products/beige-fleur-zalina
Navy Giancola,Rp 399.000,/collections/women/products/navy-giancola
Off-white Striped Arnauba,Rp 249.000,/collections/women/products/off-white-striped-amauba
Black Striped Arnauba,Rp 249.000,/collections/women/products/black-striped-amauba
Off-white Denim Zappa,Rp 429.000,/collections/women/products/off-white-denim-zappa
Dark Wash Denim Zappa,Rp 429.000,/collections/women/products/dark-wash-denim-zappa
Cream Striped Pippy,Rp 329.000,/collections/women/products/cream-striped-pippy
Blue Striped Boan,Rp 379.000,/collections/women/products/blue-striped-boan
Black Maurine,Rp 369.000,/collections/women/products/black-maurine-1
Navy Andrina,Rp 379.000,/collections/women/products/navy-andrina
Military Green Okello,Rp 349.000,/collections/women/products/military-green-okello
Dark Denim Baylor,Rp 449.000,/collections/women/products/dark-denim-baylor
Off-white Meriol,Rp 369.000,/collections/women/products/off-white-meriol
Navy Tanesa,Rp 329.000,/collections/women/products/navy-tanesa
Black Pinstriped Reina,Rp 269.000,/collections/women/products/black-pinstriped-reina
Pink Bedisa,Rp 349.000,/collections/women/products/pink-bedisa
Off-white Floral Heize,Rp 349.000,/collections/women/products/off-white-floral-heize
Medium Wash Denim Bramsen,Rp 299.000,/collections/women/products/medium-wash-denim-bramsen
Off-white Mayza,Rp 329.000,/collections/women/products/off-white-mayza
Medium Denim Ryker,Rp 299.000,/collections/women/products/medium-denim-ryker
Off-white Striped Alizi,Rp 249.000,/collections/women/products/off-white-striped-alizi
Beige Elite,Rp 279.000,/collections/women/products/beige-elite
Brown Lotan,Rp 369.000,/collections/women/products/brown-lotan
Navy Sevyn,Rp 369.000,/collections/women/products/navy-sevyn
Military Sevyn,Rp 369.000,/collections/women/products/military-sevyn
